crop,soil_type,temperature,humidity,rainfall,fertilizer,irrigation,yield
6,4,20.1,58.9,2767.8,150.0,4,5.134
3,4,28.7,80.3,2460.7,59.5,0,4.013
3,1,13.0,68.4,1588.9,34.2,4,2.466
6,1,25.7,31.4,2877.1,199.7,1,4.525
6,4,36.8,94.1,2678.4,158.5,3,3.757
3,3,30.1,74.6,1956.8,201.2,1,5.127
7,0,20.6,41.4,2514.7,267.2,4,38.006
7,5,30.4,46.6,753.7,287.3,1,32.727
6,1,31.5,68.0,2239.1,219.5,3,3.841
2,4,40.3,32.3,1091.9,40.2,4,5.357
0,3,26.0,38.1,468.6,176.4,4,6.555
5,3,13.6,81.0,868.6,15.9,0,62.733
7,0,41.4,38.3,952.0,182.8,0,28.194
3,3,34.7,41.9,2909.4,153.1,2,4.002
1,3,30.4,91.8,768.7,1.8,2,3.425
5,1,21.6,47.1,1524.3,49.8,4,59.229
1,0,19.9,93.5,2804.9,172.4,0,5.364
4,5,31.5,75.6,190.6,29.7,3,0.757
4,5,25.6,80.0,2933.2,286.5,1,2.409
7,2,10.0,25.1,2815.6,278.1,1,25.565
7,1,11.3,41.4,2444.8,250.2,1,23.996
3,4,23.4,61.7,952.7,264.3,1,5.647
6,4,21.1,57.8,1969.2,225.5,3,5.164
7,5,32.1,70.8,1671.9,105.9,4,22.373
2,5,18.7,60.1,553.2,98.6,2,5.719
2,3,36.6,89.5,1525.5,218.7,3,7.553
3,3,28.8,38.8,1427.0,261.9,4,4.803
4,5,10.1,87.9,731.6,127.8,1,1.6
5,1,21.2,37.2,296.6,59.0,2,38.752
6,4,28.7,35.0,2516.9,39.2,4,3.865
4,3,38.8,34.1,1058.9,94.9,0,1.737
7,5,19.1,71.3,425.7,117.7,1,23.478
3,4,35.2,56.6,2061.2,232.8,3,3.912
0,2,13.8,39.2,591.8,27.2,4,3.926
5,2,40.4,51.0,584.2,82.2,4,50.103
0,5,37.6,94.7,2777.3,258.2,2,5.011
5,1,32.0,36.7,553.4,14.6,0,47.775
3,0,11.8,60.6,1731.6,208.6,3,3.892
3,3,22.7,60.2,641.4,205.4,2,4.665
7,3,34.9,81.6,2487.4,165.2,3,25.691
4,2,17.1,81.7,2510.1,16.3,1,1.498
4,5,21.7,86.7,2421.5,277.8,4,2.247
5,3,23.2,68.1,440.1,115.9,0,77.459
5,3,18.7,57.3,127.8,63.7,4,52.115
6,2,36.2,65.2,1452.3,194.1,4,5.074
7,5,26.7,88.2,514.5,197.5,0,26.289
6,3,12.5,74.0,2608.9,242.2,2,5.296
3,0,37.4,92.3,799.9,228.6,1,4.671
6,4,27.4,93.7,2398.6,188.8,1,5.244
5,2,36.8,54.2,2411.1,159.4,1,69.482
1,2,35.7,32.0,1945.3,210.8,2,3.834
7,2,29.8,91.5,2789.3,196.3,0,30.27
4,0,22.2,83.0,334.2,187.4,3,1.827
7,2,30.2,29.1,1189.4,78.2,1,20.795
3,4,29.5,73.7,2762.5,235.7,0,5.45
2,1,27.1,61.8,1165.5,127.7,1,7.019
7,0,19.9,53.4,2909.1,60.5,3,23.205
6,4,21.3,73.5,1058.2,200.3,3,4.843
5,3,27.2,52.7,1305.2,193.0,3,74.485
7,3,24.2,36.6,1008.3,63.7,1,26.887
3,3,27.3,30.1,1851.1,297.9,2,4.782
2,4,40.5,50.5,2375.5,205.0,2,7.091
3,0,13.9,74.4,2919.1,13.1,3,2.586
5,2,18.5,84.5,1383.0,78.6,0,63.659
6,3,10.5,35.1,718.0,105.5,2,3.877
1,0,28.0,50.7,1566.8,186.2,2,5.313
7,1,12.8,68.9,1243.0,48.9,1,19.7
7,2,26.5,78.5,1008.5,27.2,4,21.106
0,4,25.4,56.7,2408.6,65.0,4,5.929
3,5,19.9,64.6,882.1,295.4,2,4.515
3,1,29.9,68.1,2242.4,217.3,0,4.158
1,2,37.1,68.4,1554.2,112.2,4,3.936
0,1,18.0,75.1,656.6,190.0,2,5.076
2,1,17.1,35.1,2938.0,13.6,4,4.464
3,5,22.3,67.6,563.3,78.4,2,2.786
0,1,12.6,57.2,1249.2,247.3,0,6.32
4,2,19.0,69.8,1017.1,135.2,4,2.011
4,3,19.0,72.4,516.3,36.4,3,1.415
0,4,17.1,78.6,1169.5,49.7,4,5.86
3,5,10.0,76.4,2649.1,100.6,1,2.973
2,5,32.7,29.8,1802.8,179.3,3,5.339
5,4,20.7,49.1,1254.8,87.3,2,67.076
1,0,17.7,30.5,2006.1,293.1,1,5.874
3,4,34.8,52.7,2839.8,248.2,0,5.016
4,2,29.7,66.9,475.6,216.7,0,2.174
6,3,28.8,72.6,953.3,132.5,3,4.932
0,4,10.4,88.8,897.1,266.4,0,7.008
5,2,20.3,63.3,733.0,7.6,2,49.737
3,3,32.2,25.2,1691.4,120.3,4,3.431
0,0,36.7,75.2,1489.0,117.6,1,6.233
0,3,37.1,51.9,1438.6,81.6,4,5.574
0,1,18.4,83.7,665.0,159.6,1,5.474
5,4,26.0,49.8,2807.0,16.3,0,65.721
6,4,33.0,64.1,1505.6,127.0,1,4.878
7,3,30.9,48.9,637.6,53.5,0,28.786
4,4,38.7,67.0,2123.5,139.2,0,2.239
6,3,35.4,51.0,2391.2,133.1,1,5.06
5,5,29.6,90.1,2001.1,194.2,4,69.032
2,1,14.8,78.5,1935.4,245.1,4,7.596
4,3,28.5,47.6,1710.4,70.5,1,1.997
5,4,36.1,94.9,1295.4,5.8,3,43.587
3,2,37.1,63.6,1862.4,9.2,4,2.507
5,4,41.2,33.4,2839.5,190.3,1,66.534
2,1,24.4,69.5,652.7,173.4,2,6.551
7,1,23.7,86.7,535.8,265.7,1,25.639
1,1,33.7,66.4,2887.5,99.8,4,3.538
3,1,21.9,57.6,2086.4,258.2,1,4.509
0,1,24.3,69.5,124.4,179.0,1,3.653
2,4,35.8,27.3,241.5,226.1,0,6.394
5,5,11.0,46.7,2437.4,137.0,2,49.437
3,3,25.0,47.7,516.2,106.4,3,3.359
6,3,34.3,71.3,1541.0,0.7,2,3.856
0,5,25.1,88.8,2245.2,201.8,2,5.646
4,3,14.6,44.7,2707.5,47.8,0,1.855
5,5,36.0,40.1,1397.2,95.4,0,55.813
3,3,25.6,79.8,2498.1,259.2,2,5.027
4,0,26.3,67.5,2300.3,127.6,3,2.02
4,2,31.6,50.0,2466.6,152.9,4,1.914
6,1,14.0,73.9,2544.5,6.0,3,2.574
6,5,29.1,64.7,571.9,20.9,4,3.274
0,2,37.1,71.3,2496.0,62.5,2,4.922
7,2,41.7,39.3,2886.0,94.6,3,14.718
0,5,26.7,70.0,2645.8,122.9,3,4.994
6,3,22.2,50.0,241.3,139.2,3,2.937
0,3,38.8,74.1,1809.1,84.2,3,4.496
1,5,23.3,45.1,1666.8,265.6,0,5.305
3,4,16.8,52.9,477.2,22.7,0,2.911
3,4,13.8,57.3,454.8,132.6,2,3.316
5,4,31.4,69.9,518.8,190.0,2,72.403
7,3,21.6,34.0,395.1,279.6,3,22.832
6,2,31.9,81.0,633.2,105.7,3,3.459
1,2,25.2,45.2,1415.1,227.6,2,4.602
3,2,41.8,54.2,235.0,91.8,1,2.06
5,3,41.9,78.7,2108.1,256.5,0,85.847
2,3,27.2,77.4,426.4,237.3,2,8.616
3,0,28.4,36.1,1600.9,118.7,1,4.192
6,4,26.1,76.8,891.1,247.3,1,6.31
1,3,33.8,36.6,2093.5,126.6,0,4.786
1,5,11.3,91.5,2898.1,8.3,1,2.528
4,0,10.1,93.6,2821.1,82.2,0,1.836
4,0,28.5,84.0,325.7,268.9,4,2.249
6,5,29.1,74.7,1622.3,205.4,3,3.733
0,0,12.1,63.2,353.4,132.8,2,5.093
0,3,12.1,68.5,2460.3,297.7,3,6.789
5,0,15.9,27.6,2586.2,158.6,2,65.168
2,2,37.6,39.8,2658.7,199.2,3,5.713
0,5,30.8,64.5,1160.4,192.7,2,6.017
6,4,18.3,43.7,1900.5,283.4,4,5.939
3,1,18.0,65.1,2657.0,156.2,2,3.201
2,2,26.2,56.0,1101.8,132.8,1,8.408
6,4,33.6,48.4,2729.7,22.4,3,3.387
1,1,16.6,68.6,1782.1,283.1,3,4.32
1,2,19.1,65.0,272.7,288.0,2,4.077
7,4,11.9,66.8,2649.8,148.0,0,29.173
4,1,38.8,74.1,2902.0,24.7,3,1.066
4,0,32.9,62.7,2805.3,71.6,0,2.342
1,0,35.8,31.9,1421.4,128.3,2,4.037
5,1,39.1,58.1,616.5,108.4,2,46.878
2,1,41.9,44.2,1413.4,0.9,0,4.116
5,0,18.3,52.7,2535.5,190.0,1,94.779
3,2,31.1,88.6,780.4,162.3,4,3.869
6,1,19.9,73.3,2368.9,50.5,3,2.962
2,2,27.0,61.2,1909.1,71.9,2,6.66
6,5,23.6,55.4,1703.3,234.8,1,5.337
6,4,10.5,54.8,1812.9,83.4,0,4.371
4,5,32.5,41.2,1231.7,208.6,2,1.766
5,1,15.4,27.9,1081.1,45.2,1,47.601
6,5,32.1,47.2,1981.0,137.9,1,4.485
3,2,36.8,75.7,816.9,216.1,2,3.696
6,4,14.9,91.4,815.8,150.5,0,4.732
5,4,28.5,47.4,674.2,125.6,4,72.858
1,1,21.7,74.6,1450.0,45.1,1,3.23
5,0,25.2,84.4,2972.3,189.3,2,92.553
2,4,37.3,66.8,1780.2,197.7,4,8.67
0,2,16.8,57.7,2942.9,166.4,0,6.34
6,0,27.0,92.7,1510.1,247.0,0,6.852
6,1,25.8,47.6,1297.6,268.6,3,4.009
0,4,29.1,60.5,2371.5,80.1,2,5.623
1,2,41.3,56.8,2484.3,230.6,3,3.654
7,4,19.6,64.1,826.7,282.3,3,32.855
1,2,18.9,76.1,139.6,281.3,0,4.184
6,5,40.3,89.1,2829.8,243.7,4,3.605
5,4,41.8,52.1,1822.3,32.0,0,51.977
3,5,30.4,70.0,1876.0,47.9,3,2.439
2,3,21.2,34.1,518.7,227.6,0,8.893
1,2,12.4,85.0,2594.4,123.9,2,3.43
4,5,20.6,89.9,1672.6,160.7,2,1.661
2,1,22.7,72.2,1197.5,60.0,3,5.452
4,4,30.1,81.8,2961.3,184.4,4,2.277
5,2,35.2,83.1,1263.4,191.7,1,75.43
4,4,13.4,82.9,895.3,218.2,2,2.094
1,2,18.0,46.9,271.7,77.3,4,2.822
0,5,25.2,64.8,117.9,62.8,1,3.537
4,5,14.6,73.1,2828.0,171.7,3,1.556
1,5,39.5,63.3,280.9,121.1,2,2.403
5,2,26.2,84.0,1631.4,37.0,0,65.874
2,2,12.5,77.8,2737.3,153.2,1,7.393
7,1,18.3,65.8,2542.3,88.8,0,24.195
0,3,23.5,68.6,1265.4,251.4,1,9.118
5,2,14.7,76.6,502.7,251.7,0,77.025
7,0,37.7,30.2,498.2,180.4,0,25.145
2,0,11.6,86.2,2440.5,235.6,1,9.505
3,1,27.6,94.6,1092.7,103.3,1,3.102
1,5,26.7,39.7,2036.9,164.5,3,3.338
5,3,39.5,90.1,1382.5,14.3,2,46.688
7,2,10.7,89.5,1808.6,232.4,4,24.937
3,4,18.5,28.6,2827.4,136.8,4,3.679
6,5,25.1,55.6,1599.8,242.4,2,5.235
6,1,33.5,66.4,1777.1,203.5,2,4.039
1,0,40.9,33.7,1571.1,15.5,0,3.634
7,0,36.9,76.1,1442.3,272.8,2,36.748
5,2,35.5,88.1,721.3,200.4,2,64.782
0,3,39.5,51.1,1690.2,252.0,1,7.44
5,5,23.3,40.1,2595.0,224.8,2,72.316
2,3,20.0,36.2,2183.1,248.6,3,7.801
1,4,12.8,71.8,2484.5,199.1,4,4.72
5,4,20.1,90.7,862.1,119.5,4,66.969
4,4,13.8,37.9,1003.6,167.9,0,2.044
3,2,18.5,30.2,1060.0,148.7,3,2.688
7,0,41.4,34.8,2157.3,125.2,0,24.042
2,5,32.5,52.0,1047.6,38.0,0,6.008
5,5,10.5,68.2,842.1,31.3,3,38.144
3,3,14.7,50.1,1262.6,97.8,4,3.756
5,0,41.5,34.9,959.9,51.2,0,59.538
0,0,41.0,42.8,2977.9,66.7,4,5.245
0,5,25.2,30.4,1538.5,100.4,2,4.099
3,1,18.3,82.9,1312.1,52.7,2,2.498
3,5,36.2,87.2,1887.1,146.9,3,2.629
3,0,26.7,32.4,511.6,107.1,0,3.999
6,1,10.9,60.9,1998.3,137.1,4,3.679
6,2,35.0,27.3,2373.1,199.9,4,4.02
7,5,39.0,33.2,521.1,24.8,0,13.981
2,4,22.9,95.0,920.5,56.1,2,6.465
0,2,15.9,60.7,1550.4,247.1,2,5.942
2,4,11.6,45.3,2569.2,30.4,0,6.158
5,5,41.9,49.9,1220.7,36.6,0,43.14
0,5,30.1,40.6,1224.8,257.0,2,6.047
4,2,24.9,43.2,1454.7,233.1,3,1.92
4,5,20.5,31.0,1189.5,170.6,4,1.762
2,4,24.7,92.5,735.0,176.4,2,8.207
4,4,12.5,29.6,2301.7,184.6,0,2.015
5,1,18.1,52.9,2823.6,202.2,0,77.313
1,0,40.4,55.5,1345.2,203.4,0,5.297
7,0,20.3,37.3,1931.8,27.1,4,25.934
5,4,10.7,85.4,1067.0,47.1,2,53.409
0,5,20.5,48.5,1943.3,48.9,4,4.733
7,4,31.7,48.1,1929.1,152.0,4,29.976
4,1,33.3,87.0,1934.8,5.8,1,1.286
5,4,35.6,46.7,1005.9,226.7,2,77.214
6,0,21.8,83.5,1455.0,96.5,3,4.243
6,3,30.9,47.1,1408.0,6.0,4,4.046
5,3,33.9,66.8,2717.1,60.2,3,59.105
3,5,37.6,63.3,2173.2,289.4,1,4.494
7,3,19.9,38.1,437.0,15.1,2,19.15
7,1,25.5,93.1,944.8,262.1,2,26.833
4,5,12.6,63.9,524.6,58.7,0,1.376
6,3,15.5,49.4,1056.0,224.8,4,5.81
3,4,15.8,33.7,230.4,281.8,0,3.686
0,1,11.6,84.4,309.6,223.9,1,4.208
7,0,23.2,28.4,2508.4,256.3,4,33.149
3,1,26.8,33.6,950.6,77.6,1,2.806
0,5,26.0,41.4,758.0,139.5,1,5.779
1,2,17.5,38.3,2052.3,128.6,0,3.968
6,5,38.5,90.9,1537.8,106.4,1,3.45
3,3,19.8,72.2,1731.0,255.5,1,5.499
3,4,31.7,77.6,1256.3,143.4,0,4.342
4,3,30.2,87.1,1974.2,243.9,1,2.791
2,5,35.6,55.6,2555.8,76.4,4,6.083
7,4,11.3,71.0,2559.1,52.3,2,22.718
5,1,23.2,41.3,1994.0,88.5,1,58.903
1,3,29.7,26.6,725.9,98.2,3,3.297
4,0,32.6,85.8,234.6,216.2,1,1.925
7,1,12.6,42.8,277.4,159.0,0,17.753
2,3,41.0,93.8,1628.1,253.6,0,8.563
6,2,31.7,64.5,769.1,18.8,2,3.735
0,2,24.8,91.8,501.5,133.9,4,4.769
0,1,19.1,45.1,777.6,103.2,1,5.004
7,2,20.1,57.4,153.7,179.4,1,22.432
0,5,17.8,48.1,2146.4,2.9,3,3.755
4,4,19.9,84.2,1529.0,248.3,3,2.035
7,5,15.3,89.1,2700.7,295.3,0,32.875
2,0,19.0,84.5,132.1,23.1,0,5.102
1,4,21.9,50.1,2996.6,115.1,3,4.01
3,1,19.4,34.8,2122.1,96.4,1,2.746
5,5,11.4,94.5,836.9,126.0,0,57.879
7,3,30.6,93.7,552.3,89.0,4,25.374
0,5,24.2,70.0,1002.6,23.9,0,4.952
2,2,38.5,64.1,2777.5,153.2,0,8.037
5,1,26.7,62.1,2093.3,67.3,0,64.569
4,5,41.7,53.3,409.1,246.5,1,1.609
7,5,15.7,26.2,563.4,113.1,4,18.008
0,5,32.0,61.4,2259.7,163.4,3,4.961
2,0,25.1,75.3,720.1,236.8,1,11.199
4,0,25.7,25.6,369.3,85.3,3,1.235
1,5,36.4,39.6,2779.9,200.2,0,4.258
7,5,36.6,83.5,1810.4,189.8,0,27.919
1,5,36.2,66.9,163.8,110.8,0,2.677
0,3,10.7,55.6,2401.4,9.2,4,4.386
0,3,13.8,64.7,2861.8,162.8,3,5.948
0,5,40.4,74.0,2525.7,145.7,2,4.781
2,0,13.4,79.9,674.9,8.7,4,6.633
1,4,29.9,56.8,2772.9,147.7,0,5.204
3,3,31.5,53.4,319.4,179.6,3,3.289
1,1,15.0,29.5,1161.9,279.8,1,4.162
7,1,28.5,36.4,533.1,150.7,2,21.144
5,0,22.3,89.3,1681.6,96.0,3,66.161
6,3,25.1,80.4,2908.8,150.5,0,5.936
2,2,24.8,92.5,2013.6,50.6,3,4.851
7,5,34.2,55.8,1682.0,231.8,1,31.156
7,5,20.7,92.5,2338.7,6.1,4,17.483
4,5,14.8,30.3,993.8,187.3,2,1.467
2,3,11.6,61.2,1106.3,162.9,1,8.767
4,0,25.9,69.8,446.3,68.9,4,1.84
4,1,22.0,67.8,586.5,231.4,1,2.122
2,4,25.4,28.4,181.0,145.5,2,4.818
1,3,35.6,65.9,2024.3,116.4,4,4.606
1,5,18.1,88.8,367.4,282.9,0,4.283
4,5,33.9,35.4,1452.3,10.8,1,1.294
0,2,37.0,56.0,682.8,177.8,1,5.515
2,5,34.3,75.1,2206.7,17.7,3,4.748
7,1,15.3,39.4,1123.2,109.9,0,22.607
0,5,33.4,87.5,1302.7,240.9,2,6.239
2,3,14.9,41.4,870.6,245.5,1,9.686
6,2,37.8,55.2,1511.5,24.6,2,3.382
2,5,30.4,83.4,2028.4,127.5,4,6.615
1,2,37.0,28.1,875.6,156.0,2,3.192
2,1,14.8,86.9,645.6,156.6,1,7.149
1,3,35.5,74.4,1808.4,290.8,1,6.286
3,5,38.8,86.7,537.8,24.5,4,2.447
5,1,11.6,84.5,319.2,118.0,1,46.083
0,1,22.7,45.6,1015.9,62.2,1,4.441
3,4,16.0,30.3,1630.9,249.4,2,3.942
1,2,15.1,53.3,144.8,273.2,1,3.472
1,2,41.5,61.2,1334.5,110.5,4,3.6
0,2,23.4,47.0,2924.8,280.8,4,7.252
2,5,26.8,77.1,891.7,281.6,2,9.155
5,2,35.8,31.0,1668.3,257.5,1,70.657
7,4,37.5,39.9,2050.7,235.8,4,30.009
7,1,40.7,68.1,2376.1,159.8,1,21.986
2,5,36.3,42.1,2020.0,28.5,0,5.499
5,5,17.2,30.5,2216.5,149.4,1,61.272
2,2,18.4,67.1,680.2,244.6,2,9.019
1,1,30.0,91.2,338.1,32.8,3,1.989
5,3,26.5,69.0,809.5,6.2,3,53.993
7,2,12.7,91.9,111.9,232.8,2,17.015
7,0,10.5,72.9,2491.5,157.7,2,28.96
2,5,14.5,74.5,2660.5,83.4,4,6.282
2,0,38.6,33.3,1205.7,219.9,4,8.051
0,1,38.9,37.5,2475.0,150.6,2,4.258
0,1,12.2,80.0,2856.9,132.7,2,4.427
2,0,15.7,58.0,2807.4,102.6,2,8.214
4,4,12.9,92.0,809.5,279.8,0,2.555
0,2,20.8,85.1,543.1,54.0,4,4.674
1,4,22.4,46.0,2848.0,152.4,2,4.444
6,2,10.8,75.5,818.4,243.4,3,3.816
1,2,25.5,34.2,2201.3,122.1,3,3.173
1,5,18.8,65.3,439.7,80.8,2,3.042
2,2,26.1,41.4,1437.4,206.1,3,6.235
1,4,15.3,41.7,294.0,19.9,1,2.574
4,1,20.9,72.3,2250.2,175.4,4,1.98
3,0,18.1,88.2,2322.5,147.9,4,4.373
2,3,16.7,29.0,2245.7,152.5,2,7.302
0,5,42.0,81.4,1114.6,162.8,4,4.537
6,0,37.3,83.4,1227.5,175.3,1,5.37
2,5,16.7,76.1,393.2,268.2,0,7.849
3,0,32.3,37.8,1293.8,160.5,2,4.029
0,5,41.7,66.3,2161.1,157.9,1,5.149
3,0,36.7,59.6,1606.7,184.8,1,4.909
0,4,40.5,86.8,474.8,12.4,2,3.422
4,3,21.3,55.4,1606.2,297.7,2,2.84
3,5,28.4,40.1,2827.6,77.8,2,2.931
3,4,20.7,38.7,1983.2,202.0,4,4.392
4,3,38.8,43.7,682.6,10.3,1,1.602
1,1,32.2,83.6,1791.9,55.9,3,2.62
7,3,31.7,76.0,1148.9,235.4,1,38.561
2,1,24.6,29.7,2191.3,229.0,1,6.878
0,0,20.7,54.0,2720.8,58.7,4,6.434
3,4,22.1,27.9,2312.0,171.9,2,3.75
5,2,21.3,47.6,1545.2,158.0,4,67.904
6,1,30.6,67.4,909.7,53.9,1,3.482
4,3,11.4,49.9,1931.0,273.9,1,2.549
2,0,11.1,69.8,438.7,139.5,1,7.355
4,1,35.4,69.4,2100.3,69.3,3,1.241
6,2,21.7,42.8,2335.4,68.8,2,3.744
3,3,22.3,30.5,922.0,199.6,4,3.92
3,4,40.8,55.3,1794.1,283.4,3,3.538
5,3,30.8,52.6,2075.3,148.8,3,74.34
4,1,23.2,80.9,1837.6,106.5,3,1.431
7,1,27.9,94.1,1183.1,205.7,1,27.512
6,0,19.1,80.6,1891.4,19.2,2,4.335
1,5,20.3,45.5,2241.0,20.1,1,3.461
1,5,38.9,65.3,2792.9,294.8,1,4.624
5,1,14.3,80.8,2072.1,231.2,1,73.179
5,0,26.3,44.2,2863.0,229.5,4,96.384
4,5,16.0,81.9,2006.3,131.6,2,1.686
3,3,22.7,88.5,1681.8,204.3,2,4.762
1,2,25.8,62.6,2511.8,250.0,1,5.626
2,3,31.1,27.1,1499.2,81.5,3,5.207
1,3,11.7,26.1,1895.5,168.0,1,4.117
1,0,31.2,27.4,1187.9,152.3,0,4.616
3,3,41.4,72.9,1181.2,29.1,1,3.022
7,2,21.4,81.8,2818.8,261.0,3,26.376
1,0,34.5,53.0,2523.2,292.8,0,6.685
1,4,21.9,32.3,1831.5,50.8,3,3.117
4,3,25.3,31.6,1871.5,111.7,0,2.075
0,5,34.9,36.2,1402.3,223.0,2,5.531
4,0,16.8,72.1,441.6,18.5,4,1.482
3,0,30.5,47.9,1105.0,228.9,0,5.372
3,0,31.9,34.9,1126.3,96.4,0,4.057
3,0,23.6,44.9,2134.1,161.4,3,4.083
5,1,14.1,33.6,2697.4,245.9,3,49.89
2,4,31.1,75.1,597.7,33.5,4,6.49
4,0,15.4,72.2,1320.4,161.3,4,2.331
1,2,31.3,73.5,2063.2,165.6,1,4.548
5,3,26.3,53.5,772.9,87.6,3,59.322
6,3,42.0,47.6,2542.8,261.9,4,4.884
4,3,15.1,34.7,1882.8,227.1,2,2.156
2,1,16.9,63.0,2603.7,290.1,2,7.689
3,2,14.3,30.3,393.5,114.9,1,2.445
4,1,35.5,51.0,1289.7,95.3,4,1.478
0,1,25.8,83.7,2710.4,140.9,4,5.502
2,1,11.6,32.0,2539.7,111.3,3,4.619
1,1,28.5,50.8,301.9,177.3,3,2.814
0,3,10.9,59.3,2862.0,75.8,1,5.506
3,3,39.0,28.8,342.2,209.6,3,2.423
3,2,33.6,74.1,2869.3,217.3,3,3.418
7,1,35.4,41.6,351.5,150.2,0,18.444
3,3,31.3,33.0,863.3,154.6,3,3.182
1,0,13.3,30.2,1570.2,265.4,1,5.434
2,4,14.2,52.8,2955.8,296.7,2,9.75
5,1,36.3,46.0,2140.6,66.0,0,54.141
2,2,26.4,46.2,2493.3,248.6,0,9.693
3,5,13.3,68.1,2992.5,10.4,1,2.626
3,2,26.1,56.3,2472.3,14.7,2,3.02
1,2,32.0,61.8,2640.5,149.6,0,4.866
0,1,18.5,92.7,994.5,109.1,0,4.829
2,2,16.9,25.7,958.6,143.2,0,6.288
6,3,16.2,61.4,1397.9,237.5,2,5.779
1,5,37.1,88.6,2780.0,229.3,0,4.385
3,5,32.8,52.7,215.7,68.3,0,2.513
1,0,16.5,54.5,203.8,126.8,3,3.367
7,4,15.9,48.4,2090.5,74.0,3,22.117
2,4,12.0,79.3,2295.8,114.5,0,7.662
1,3,42.0,43.7,769.0,187.2,4,4.001
5,3,41.5,92.4,888.2,116.1,4,60.815
3,1,11.5,92.9,2405.0,76.3,1,2.644
2,0,21.4,64.7,1651.1,120.4,3,7.634
0,4,24.9,65.6,2146.0,123.2,2,6.898
0,2,40.2,85.2,1313.7,65.3,2,4.248
3,4,27.4,67.1,1632.0,291.5,1,5.486
1,4,35.3,42.2,1619.3,121.8,0,4.561
6,4,27.7,47.9,2643.2,259.4,2,5.645
1,5,13.1,70.7,1219.1,159.2,3,3.261
6,2,41.6,57.0,2813.9,219.0,3,3.631
0,1,41.3,65.9,657.8,204.5,3,4.117
0,2,24.1,91.7,1430.2,159.0,0,6.24
4,5,39.7,52.1,832.0,155.8,1,1.614
7,5,35.0,38.1,1688.2,190.9,1,24.617
2,1,33.5,83.7,1942.2,50.7,3,4.509
2,1,32.5,64.5,2679.9,33.0,4,5.378
2,5,31.3,50.1,159.0,131.7,1,4.667
6,2,29.3,94.4,1687.0,194.1,4,4.55
6,0,20.8,62.3,2418.6,237.8,3,5.733
4,3,35.6,47.5,1585.3,223.2,4,2.404
5,5,16.5,87.8,1018.2,98.0,0,60.542
3,1,31.4,86.6,451.0,156.6,4,2.71
7,5,10.5,29.2,444.9,103.0,4,15.179
7,2,38.6,41.8,2405.2,59.7,3,15.499
3,2,11.7,38.6,1183.3,121.6,2,2.933
1,3,31.8,38.4,815.3,233.8,3,4.232
5,3,17.6,35.2,221.4,141.7,4,55.075
2,1,13.2,58.5,1069.9,265.2,3,6.408
5,5,27.5,66.3,875.3,101.9,4,62.793
6,5,20.9,48.2,2695.5,5.7,1,3.494
0,3,29.0,68.0,2193.6,204.4,0,8.593
2,4,14.3,77.0,937.7,265.0,4,9.714
0,1,40.6,42.9,2586.5,232.1,4,4.734
1,5,41.2,57.0,381.8,229.6,2,3.406
3,1,25.5,89.8,596.9,254.6,2,3.456
2,5,32.8,56.6,1617.1,244.1,2,8.001
5,0,32.6,53.4,1057.9,261.7,3,87.071
4,1,15.3,71.6,1882.6,189.7,4,1.814
0,3,15.5,69.0,618.7,284.0,3,6.731
0,1,41.7,94.9,2682.5,191.9,3,3.673
1,0,40.6,69.0,245.0,296.6,2,4.184
4,0,15.7,37.4,2589.4,261.9,4,2.475
4,5,38.3,59.1,1372.4,122.2,1,1.706
2,4,20.2,65.5,969.9,226.0,4,9.268
1,2,30.0,88.8,115.7,267.2,1,3.413
3,1,35.3,46.1,302.5,296.7,0,3.427
6,4,20.6,92.8,2399.5,144.1,4,4.589
7,0,38.2,76.5,1012.6,118.6,2,25.326
2,2,19.7,30.4,2577.7,45.6,0,5.914
4,4,10.3,28.6,2516.5,71.9,4,1.353
4,1,12.2,25.7,919.4,142.1,0,1.319
3,0,25.5,58.7,355.6,240.7,4,4.347
0,1,36.4,47.2,112.6,273.4,1,4.079
0,2,10.9,61.8,378.5,289.3,4,5.582
3,3,12.0,47.7,1178.0,144.3,3,3.326
3,5,15.4,72.9,1633.8,274.5,0,4.439
3,5,31.3,73.6,2313.7,78.9,4,3.397
2,0,38.5,84.2,1268.7,9.2,1,6.732
5,3,12.4,67.3,1491.8,128.3,2,70.034
7,3,27.5,79.1,2855.2,209.6,3,30.153
6,0,12.0,86.9,1582.4,263.1,1,6.178
7,1,40.2,28.0,1268.7,18.2,3,10.219
3,0,13.6,64.7,1124.7,175.0,4,4.815
5,3,24.2,86.1,2901.3,76.5,2,74.461
1,4,31.0,32.0,2609.0,249.6,2,4.785
7,1,40.3,36.8,2223.7,73.7,3,15.67
7,4,13.2,32.1,1690.0,195.6,2,25.467
5,1,37.4,76.6,1197.0,298.1,3,58.772
1,4,31.4,94.3,2481.9,155.8,2,4.505
2,3,40.3,62.7,930.6,106.2,0,7.345
2,0,27.2,44.2,1103.2,211.7,4,9.93
1,2,32.6,91.7,2747.5,17.2,2,2.999
5,3,29.7,74.7,994.0,256.2,1,105.127
7,5,12.8,46.9,1131.1,126.8,2,20.962
4,3,26.6,62.5,2335.3,155.4,1,2.609
1,2,23.1,74.7,2736.4,252.2,3,4.611
7,1,23.2,70.3,846.9,130.4,3,21.956
2,3,23.5,33.0,2533.1,102.5,2,7.237
6,3,11.1,49.5,2024.2,39.2,0,4.078
